continent,country,cases,stringency_index,population,aged_65_older,aged_70_older,diabetes_prevalence,hospital_beds_per_thousand,week,measure,constraints
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Social distancing,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Social distancing,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,5,Social distancing,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,Travel restriction,1
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,6,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,7,Resource allocation,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,0.0,9006400,19.202,13.748,6.35,7.37,8,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.0,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.222,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,"Case identification, contact tracing and related measures",0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Risk communication,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Resource allocation,0
Europe,Austria,0.333,11.11,9006400,19.202,13.748,6.35,7.37,9,Healthcare and public health capacity,0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.444,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,0.666,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.666,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.666,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.666,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.666,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,0.555,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.555,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.555,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,0.555,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,0.555,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,1.332,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,1.332,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,1.332,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,1.332,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,1.332,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,3.664,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,3.664,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,3.664,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,3.664,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,3.664,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,2.776,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,2.776,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,2.776,11.11,9006400,19.202,13.748,6.35,7.37,10,Risk communication,0
Europe,Austria,2.776,11.11,9006400,19.202,13.748,6.35,7.37,10,"Case identification, contact tracing and related measures",0
Europe,Austria,2.776,11.11,9006400,19.202,13.748,6.35,7.37,10,Travel restriction,1
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,"Case identification, contact tracing and related measures",0
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Resource allocation,0
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,0.333,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,"Case identification, contact tracing and related measures",0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Resource allocation,0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,3.22,19.44,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,"Case identification, contact tracing and related measures",0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Resource allocation,0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,5.663,30.56,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,"Case identification, contact tracing and related measures",0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Resource allocation,0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,7.106,34.26,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Travel restriction,1
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,"Case identification, contact tracing and related measures",0
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Social distancing,1
Europe,Austria,12.769,48.15,9006400,19.202,13.748,6.35,7.37,11,Risk communication,0
